time_abs(%Y-%m-%dT%H:%M:%S.%f),time_rel(sec),velocity(m/s)
1970-03-25T12:39:39.006038,45578.56603773585,1.499420342954494e-10
1970-03-25T12:39:39.156981,45578.71698113208,9.440826493418032e-11
1970-03-25T12:39:39.307925,45578.8679245283,3.887449557023449e-11
1970-03-25T12:39:39.458868,45579.018867924526,-1.6659273793710928e-11
1970-03-25T12:39:39.609811,45579.16981132075,-7.219304315765675e-11
1970-03-25T12:39:39.760755,45579.32075471698,-1.277268125216026e-10
1970-03-25T12:39:39.911698,45579.47169811321,-1.8326058188554843e-10
1970-03-25T12:39:40.062642,45579.62264150944,-2.387943512494942e-10
1970-03-25T12:39:40.213585,45579.77358490566,-2.943281206107633e-10
1970-03-25T12:39:40.364528,45579.92452830189,-3.4986188997470917e-10
1970-03-25T12:39:40.515472,45580.07547169811,-4.05395659338655e-10
1970-03-25T12:39:40.666415,45580.22641509434,-4.609294287026008e-10
1970-03-25T12:39:40.817358,45580.377358490565,-5.164631980665467e-10
1970-03-25T12:39:40.968302,45580.52830188679,-5.719969674304921e-10
1970-03-25T12:39:41.119245,45580.67924528302,-6.275307367944378e-10
1970-03-25T12:39:41.270189,45580.83018867925,-6.830645061583838e-10
1970-03-25T12:39:41.421132,45580.981132075474,-7.385982755196527e-10
1970-03-25T12:39:41.572075,45581.1320754717,-7.941320448835987e-10
1970-03-25T12:39:41.723019,45581.28301886792,-8.496658142475444e-10
1970-03-25T12:39:41.873962,45581.43396226415,-9.051995836114903e-10
1970-03-25T12:39:42.024906,45581.58490566038,-9.607333529754362e-10
1970-03-25T12:39:42.175849,45581.73584905661,-1.016267122339382e-09
1970-03-25T12:39:42.326792,45581.88679245283,-1.0718008917033276e-09
1970-03-25T12:39:42.477736,45582.03773584906,-1.1273346610645971e-09
1970-03-25T12:39:42.628679,45582.188679245286,-1.1828684304285427e-09
1970-03-25T12:39:42.779623,45582.33962264151,-1.2384021997924886e-09
1970-03-25T12:39:42.930566,45582.49056603773,-1.2939359691564342e-09
1970-03-25T12:39:43.081509,45582.64150943396,-1.34946973852038e-09
1970-03-25T12:39:43.232453,45582.79245283019,-1.405003507884326e-09
1970-03-25T12:39:43.383396,45582.943396226416,-1.4605372772482721e-09
1970-03-25T12:39:43.534340,45583.09433962264,-1.5160710466122175e-09
1970-03-25T12:39:43.685283,45583.24528301887,-1.5716048159734866e-09
1970-03-25T12:39:43.836226,45583.3962264151,-1.6271385853374324e-09
1970-03-25T12:39:43.987170,45583.54716981132,-1.6135682587445914e-09
1970-03-25T12:39:44.138113,45583.698113207545,-1.5999979321517502e-09
1970-03-25T12:39:44.289057,45583.84905660377,-1.5864276055589095e-09
1970-03-25T12:39:44.440000,45584.0,-1.5728572789660682e-09
1970-03-25T12:39:44.590943,45584.15094339623,-1.559286952373227e-09
1970-03-25T12:39:44.741887,45584.301886792455,-1.5457166257810403e-09
1970-03-25T12:39:44.892830,45584.45283018868,-1.5321462991881994e-09
1970-03-25T12:39:45.043774,45584.6037735849,-1.5185759725953584e-09
1970-03-25T12:39:45.194717,45584.75471698113,-1.5050056460025172e-09
1970-03-25T12:39:45.345660,45584.90566037736,-1.4914353194096762e-09
1970-03-25T12:39:45.496604,45585.056603773584,-1.4778649928168352e-09
1970-03-25T12:39:45.647547,45585.20754716981,-1.464294666223994e-09
1970-03-25T12:39:45.798491,45585.35849056604,-1.450724339631153e-09
1970-03-25T12:39:45.949434,45585.50943396227,-1.437154013038966e-09
1970-03-25T12:39:46.100377,45585.660377358494,-1.423583686446125e-09
1970-03-25T12:39:46.251321,45585.81132075472,-1.4100133598532839e-09
1970-03-25T12:39:46.402264,45585.96226415094,-1.3964430332604426e-09
1970-03-25T12:39:46.553208,45586.11320754717,-1.3828727066676014e-09
1970-03-25T12:39:46.704151,45586.2641509434,-1.3693023800747607e-09
1970-03-25T12:39:46.855094,45586.41509433962,-1.3557320534819195e-09
1970-03-25T12:39:47.006038,45586.56603773585,-1.3421617268890787e-09
1970-03-25T12:39:47.156981,45586.71698113208,-1.3285914002968916e-09
1970-03-25T12:39:47.307925,45586.8679245283,-1.3150210737040506e-09
1970-03-25T12:39:47.458868,45587.018867924526,-6.469383337669814e-11
1970-03-25T12:39:47.609811,45587.16981132075,5.649764731345088e-10
1970-03-25T12:39:47.760755,45587.32075471698,7.918048701857068e-10
1970-03-25T12:39:47.911698,45587.47169811321,1.090357088259938e-09
1970-03-25T12:39:48.062642,45587.62264150944,1.7243348998999007e-09
1970-03-25T12:39:48.213585,45587.77358490566,1.720834856078852e-09
1970-03-25T12:39:48.364528,45587.92452830189,1.7173348122576346e-09
1970-03-25T12:39:48.515472,45588.07547169811,1.7138347684364175e-09
1970-03-25T12:39:48.666415,45588.22641509434,1.7103347246152002e-09
1970-03-25T12:39:48.817358,45588.377358490565,1.7068346807939831e-09
1970-03-25T12:39:48.968302,45588.52830188679,1.703334636972766e-09
1970-03-25T12:39:49.119245,45588.67924528302,1.6998345931515487e-09
1970-03-25T12:39:49.270189,45588.83018867925,1.6963345493303312e-09
1970-03-25T12:39:49.421132,45588.981132075474,1.6928345055092826e-09
1970-03-25T12:39:49.572075,45589.1320754717,1.6893344616880655e-09
1970-03-25T12:39:49.723019,45589.28301886792,1.6858344178668482e-09
1970-03-25T12:39:49.873962,45589.43396226415,1.6823343740456311e-09
1970-03-25T12:39:50.024906,45589.58490566038,1.678834330224414e-09
1970-03-25T12:39:50.175849,45589.73584905661,1.6753342864031967e-09
1970-03-25T12:39:50.326792,45589.88679245283,1.6718342425819792e-09
1970-03-25T12:39:50.477736,45590.03773584906,1.6683341987609307e-09
1970-03-25T12:39:50.628679,45590.188679245286,1.6648341549397136e-09
1970-03-25T12:39:50.779623,45590.33962264151,1.6613341111184963e-09
1970-03-25T12:39:50.930566,45590.49056603773,1.6578340672972792e-09
1970-03-25T12:39:51.081509,45590.64150943396,1.654334023476062e-09
1970-03-25T12:39:51.232453,45590.79245283019,1.6508339796548447e-09
1970-03-25T12:39:51.383396,45590.943396226416,9.43894940379417e-10
1970-03-25T12:39:51.534340,45591.09433962264,3.868114037342093e-10
1970-03-25T12:39:51.685283,45591.24528301887,1.7848917927292922e-10
1970-03-25T12:39:51.836226,45591.3962264151,2.5981816037544964e-10
1970-03-25T12:39:51.987170,45591.54716981132,3.83551092815548e-10
1970-03-25T12:39:52.138113,45591.698113207545,3.268590363722308e-10
1970-03-25T12:39:52.289057,45591.84905660377,5.5329352710492685e-11
1970-03-25T12:39:52.440000,45592.0,-2.9061759087076087e-10
1970-03-25T12:39:52.590943,45592.15094339623,-5.488950608736305e-10
1970-03-25T12:39:52.741887,45592.301886792455,-6.758160021005628e-10
1970-03-25T12:39:52.892830,45592.45283018868,-7.533396767243072e-10
1970-03-25T12:39:53.043774,45592.6037735849,-8.787245477712556e-10
1970-03-25T12:39:53.194717,45592.75471698113,-1.0567395118035415e-09
1970-03-25T12:39:53.345660,45592.90566037736,-1.1981511096775142e-09
1970-03-25T12:39:53.496604,45593.056603773584,-1.2178361246452756e-09
1970-03-25T12:39:53.647547,45593.20754716981,-1.1313109930599892e-09
1970-03-25T12:39:53.798491,45593.35849056604,-1.0547900008743616e-09
1970-03-25T12:39:53.949434,45593.50943396227,-1.107279039894614e-09
1970-03-25T12:39:54.100377,45593.660377358494,-1.3029353675681844e-09
1970-03-25T12:39:54.251321,45593.81132075472,-1.5286227551548091e-09
1970-03-25T12:39:54.402264,45593.96226415094,-1.6260145420179175e-09
1970-03-25T12:39:54.553208,45594.11320754717,-1.5110627820096067e-09
1970-03-25T12:39:54.704151,45594.2641509434,-1.2384168395764568e-09
1970-03-25T12:39:54.855094,45594.41509433962,-9.66880357068882e-10
1970-03-25T12:39:55.006038,45594.56603773585,-8.562423820520398e-10
1970-03-25T12:39:55.156981,45594.71698113208,-9.672190822769523e-10
1970-03-25T12:39:55.307925,45594.8679245283,-1.2237164522176244e-09
1970-03-25T12:39:55.458868,45595.018867924526,-1.452443579560631e-09
1970-03-25T12:39:55.609811,45595.16981132075,-1.4740449329452203e-09
1970-03-25T12:39:55.760755,45595.32075471698,-1.2001733300344903e-09
1970-03-25T12:39:55.911698,45595.47169811321,-6.903761452063844e-10
1970-03-25T12:39:56.062642,45595.62264150944,-1.3643186423198924e-10
1970-03-25T12:39:56.213585,45595.77358490566,2.2891930963491887e-10
1970-03-25T12:39:56.364528,45595.92452830189,2.601708186954397e-10
1970-03-25T12:39:56.515472,45596.07547169811,-7.842578614744027e-12
1970-03-25T12:39:56.666415,45596.22641509434,-3.68053995199635e-10
1970-03-25T12:39:56.817358,45596.377358490565,-5.600119336278396e-10
1970-03-25T12:39:56.968302,45596.52830188679,-4.3174610095316237e-10
1970-03-25T12:39:57.119245,45596.67924528302,-3.687495779337808e-11
1970-03-25T12:39:57.270189,45596.83018867925,4.0431929870784745e-10
1970-03-25T12:39:57.421132,45596.981132075474,6.565077015476344e-10
1970-03-25T12:39:57.572075,45597.1320754717,6.268798723623735e-10
1970-03-25T12:39:57.723019,45597.28301886792,4.1635765226485347e-10
1970-03-25T12:39:57.873962,45597.43396226415,2.3185152986409024e-10
1970-03-25T12:39:58.024906,45597.58490566038,2.307585789195036e-10
1970-03-25T12:39:58.175849,45597.73584905661,4.1571565727978837e-10
1970-03-25T12:39:58.326792,45597.88679245283,6.526282568122355e-10
1970-03-25T12:39:58.477736,45598.03773584906,7.871672729792655e-10
1970-03-25T12:39:58.628679,45598.188679245286,7.630600695042424e-10
1970-03-25T12:39:58.779623,45598.33962264151,6.530675510561164e-10
1970-03-25T12:39:58.930566,45598.49056603773,5.879005902863359e-10
1970-03-25T12:39:59.081509,45598.64150943396,6.463111240006507e-10
1970-03-25T12:39:59.232453,45598.79245283019,7.919951211693724e-10
1970-03-25T12:39:59.383396,45598.943396226416,8.998991900272496e-10
1970-03-25T12:39:59.534340,45599.09433962264,8.463160697927947e-10
1970-03-25T12:39:59.685283,45599.24528301887,5.96078836829695e-10
1970-03-25T12:39:59.836226,45599.3962264151,2.2985669353878243e-10
1970-03-25T12:39:59.987170,45599.54716981132,-1.0093491807194868e-10
1970-03-25T12:40:00.138113,45599.698113207545,-2.596337880818881e-10
1970-03-25T12:40:00.289057,45599.84905660377,-1.9930382508411168e-10
1970-03-25T12:40:00.440000,45600.0,1.344161196519306e-11
1970-03-25T12:40:00.590943,45600.15094339623,2.3786037509282487e-10
1970-03-25T12:40:00.741887,45600.301886792455,3.411590516477538e-10
1970-03-25T12:40:00.892830,45600.45283018868,2.7841777736411845e-10
1970-03-25T12:40:01.043774,45600.6037735849,1.2180892591068166e-10
1970-03-25T12:40:01.194717,45600.75471698113,1.4964585189177098e-11
1970-03-25T12:40:01.345660,45600.90566037736,7.406605354228237e-11
1970-03-25T12:40:01.496604,45601.056603773584,2.9808933672910577e-10
1970-03-25T12:40:01.647547,45601.20754716981,5.542195953103843e-10
1970-03-25T12:40:01.798491,45601.35849056604,6.586931790325836e-10
1970-03-25T12:40:01.949434,45601.50943396227,5.041215005947599e-10
1970-03-25T12:40:02.100377,45601.660377358494,1.4293766659345138e-10
1970-03-25T12:40:02.251321,45601.81132075472,-2.3941078854760165e-10
1970-03-25T12:40:02.402264,45601.96226415094,-4.493396319246656e-10
1970-03-25T12:40:02.553208,45602.11320754717,-4.199393254445978e-10
1970-03-25T12:40:02.704151,45602.2641509434,-2.5517446536577316e-10
1970-03-25T12:40:02.855094,45602.41509433962,-1.482276616037087e-10
1970-03-25T12:40:03.006038,45602.56603773585,-2.3390475936459004e-10
1970-03-25T12:40:03.156981,45602.71698113208,-4.860014257027287e-10
1970-03-25T12:40:03.307925,45602.8679245283,-7.364847514015835e-10
1970-03-25T12:40:03.458868,45603.018867924526,-8.004305550533112e-10
1970-03-25T12:40:03.609811,45603.16981132075,-6.115014778328085e-10
1970-03-25T12:40:03.760755,45603.32075471698,-2.6807380867400937e-10
1970-03-25T12:40:03.911698,45603.47169811321,3.920334276111782e-11
1970-03-25T12:40:04.062642,45603.62264150944,1.5914469527033432e-10
1970-03-25T12:40:04.213585,45603.77358490566,7.345308163042281e-11
1970-03-25T12:40:04.364528,45603.92452830189,-1.0920543221779951e-10
1970-03-25T12:40:04.515472,45604.07547169811,-2.423472633508232e-10
1970-03-25T12:40:04.666415,45604.22641509434,-2.4168367561076604e-10
1970-03-25T12:40:04.817358,45604.377358490565,-1.2699033400918601e-10
1970-03-25T12:40:04.968302,45604.52830188679,1.1331763061354516e-11
1970-03-25T12:40:05.119245,45604.67924528302,8.343703169372272e-11
1970-03-25T12:40:05.270189,45604.83018867925,5.397236274814422e-11
1970-03-25T12:40:05.421132,45604.981132075474,-5.126327838383859e-11
1970-03-25T12:40:05.572075,45605.1320754717,-1.762244784676817e-10
1970-03-25T12:40:05.723019,45605.28301886792,-2.7144659647087665e-10
1970-03-25T12:40:05.873962,45605.43396226415,-3.123613313748137e-10
1970-03-25T12:40:06.024906,45605.58490566038,-2.9699041935847386e-10
1970-03-25T12:40:06.175849,45605.73584905661,-2.3619833355422844e-10
1970-03-25T12:40:06.326792,45605.88679245283,-1.478316374770151e-10
1970-03-25T12:40:06.477736,45606.03773584906,-5.4602789680145515e-11
1970-03-25T12:40:06.628679,45606.188679245286,2.11513606415731e-11
1970-03-25T12:40:06.779623,45606.33962264151,6.817013216399187e-11
1970-03-25T12:40:06.930566,45606.49056603773,9.516622018542012e-11
1970-03-25T12:40:07.081509,45606.64150943396,1.2731308028448423e-10
1970-03-25T12:40:07.232453,45606.79245283019,1.876195719645285e-10
1970-03-25T12:40:07.383396,45606.943396226416,2.737384518656393e-10
1970-03-25T12:40:07.534340,45607.09433962264,3.4796959875088667e-10
1970-03-25T12:40:07.685283,45607.24528301887,3.522527983471805e-10
1970-03-25T12:40:07.836226,45607.3962264151,2.436314168966225e-10
1970-03-25T12:40:07.987170,45607.54716981132,2.9756969545479903e-11
1970-03-25T12:40:08.138113,45607.698113207545,-2.2024782095626447e-10
1970-03-25T12:40:08.289057,45607.84905660377,-4.0241344772318565e-10
1970-03-25T12:40:08.440000,45608.0,-4.3242248790810854e-10
1970-03-25T12:40:08.590943,45608.15094339623,-2.982008491136086e-10
1970-03-25T12:40:08.741887,45608.301886792455,-7.647651625493702e-11
1970-03-25T12:40:08.892830,45608.45283018868,1.0349150594031326e-10
1970-03-25T12:40:09.043774,45608.6037735849,1.3411745064260972e-10
1970-03-25T12:40:09.194717,45608.75471698113,-7.150935038337262e-13
1970-03-25T12:40:09.345660,45608.90566037736,-2.0619525005465788e-10
1970-03-25T12:40:09.496604,45609.056603773584,-3.26377703237925e-10
1970-03-25T12:40:09.647547,45609.20754716981,-2.3832329816066457e-10
1970-03-25T12:40:09.798491,45609.35849056604,6.671818479872149e-11
1970-03-25T12:40:09.949434,45609.50943396227,4.691456411291543e-10
1970-03-25T12:40:10.100377,45609.660377358494,7.873334012999705e-10
1970-03-25T12:40:10.251321,45609.81132075472,8.849572854597912e-10
1970-03-25T12:40:10.402264,45609.96226415094,7.506576232020742e-10
1970-03-25T12:40:10.553208,45610.11320754717,4.977968483192703e-10
1970-03-25T12:40:10.704151,45610.2641509434,2.8467492114859483e-10
1970-03-25T12:40:10.855094,45610.41509433962,2.0894154054739857e-10
1970-03-25T12:40:11.006038,45610.56603773585,2.471814297028326e-10
1970-03-25T12:40:11.156981,45610.71698113208,2.7960141815767327e-10
1970-03-25T12:40:11.307925,45610.8679245283,1.8176664151467928e-10
1970-03-25T12:40:11.458868,45611.018867924526,-7.985078259143436e-11
1970-03-25T12:40:11.609811,45611.16981132075,-4.1379965509027846e-10
1970-03-25T12:40:11.760755,45611.32075471698,-6.54784708704869e-10
1970-03-25T12:40:11.911698,45611.47169811321,-6.671865093241326e-10
1970-03-25T12:40:12.062642,45611.62264150944,-4.3402943271883374e-10
1970-03-25T12:40:12.213585,45611.77358490566,-7.412219780060519e-11
1970-03-25T12:40:12.364528,45611.92452830189,2.2405385859063302e-10
1970-03-25T12:40:12.515472,45612.07547169811,3.1112349302163385e-10
1970-03-25T12:40:12.666415,45612.22641509434,1.6197879906204054e-10
1970-03-25T12:40:12.817358,45612.377358490565,-1.1346941529316257e-10
1970-03-25T12:40:12.968302,45612.52830188679,-3.3881513680091903e-10
1970-03-25T12:40:13.119245,45612.67924528302,-3.7616512330181976e-10
1970-03-25T12:40:13.270189,45612.83018867925,-2.0425847339266622e-10
1970-03-25T12:40:13.421132,45612.981132075474,7.548677278207157e-11
1970-03-25T12:40:13.572075,45613.1320754717,3.052557383062416e-10
1970-03-25T12:40:13.723019,45613.28301886792,3.6612925002637716e-10
1970-03-25T12:40:13.873962,45613.43396226415,2.436001122075016e-10
1970-03-25T12:40:14.024906,45613.58490566038,2.5916840755158262e-11
1970-03-25T12:40:14.175849,45613.73584905661,-1.5854838691472524e-10
1970-03-25T12:40:14.326792,45613.88679245283,-2.2136441512702063e-10
1970-03-25T12:40:14.477736,45614.03773584906,-1.6045509507692035e-10
1970-03-25T12:40:14.628679,45614.188679245286,-4.732855587794455e-11
1970-03-25T12:40:14.779623,45614.33962264151,3.0355134231451677e-11
1970-03-25T12:40:14.930566,45614.49056603773,2.8960361412879468e-11
1970-03-25T12:40:15.081509,45614.64150943396,-2.7801554016375878e-11
1970-03-25T12:40:15.232453,45614.79245283019,-7.395739622169661e-11
1970-03-25T12:40:15.383396,45614.943396226416,-5.338640052571468e-11
1970-03-25T12:40:15.534340,45615.09433962264,3.80524355126875e-11
1970-03-25T12:40:15.685283,45615.24528301887,1.4733211762071038e-10
1970-03-25T12:40:15.836226,45615.3962264151,1.96720999269312e-10
1970-03-25T12:40:15.987170,45615.54716981132,1.3108840293356243e-10
1970-03-25T12:40:16.138113,45615.698113207545,-4.9118847821041725e-11
1970-03-25T12:40:16.289057,45615.84905660377,-2.8639302981456465e-10
1970-03-25T12:40:16.440000,45616.0,-4.934664533144699e-10
1970-03-25T12:40:16.590943,45616.15094339623,-5.921640292752755e-10
1970-03-25T12:40:16.741887,45616.301886792455,-5.443840225386988e-10
1970-03-25T12:40:16.892830,45616.45283018868,-3.6382542946763874e-10
1970-03-25T12:40:17.043774,45616.6037735849,-1.0793155145849235e-10
1970-03-25T12:40:17.194717,45616.75471698113,1.4333984545324348e-10
1970-03-25T12:40:17.345660,45616.90566037736,3.136502356198082e-10
1970-03-25T12:40:17.496604,45617.056603773584,3.544423582297575e-10
1970-03-25T12:40:17.647547,45617.20754716981,2.61502821999644e-10
1970-03-25T12:40:17.798491,45617.35849056604,7.856788690192905e-11
1970-03-25T12:40:17.949434,45617.50943396227,-1.1607098386936792e-10
1970-03-25T12:40:18.100377,45617.660377358494,-2.39108258848557e-10
1970-03-25T12:40:18.251321,45617.81132075472,-2.3876482478418227e-10
1970-03-25T12:40:18.402264,45617.96226415094,-1.2183464843050075e-10
1970-03-25T12:40:18.553208,45618.11320754717,4.526927904419621e-11
1970-03-25T12:40:18.704151,45618.2641509434,1.6715606373817226e-10
1970-03-25T12:40:18.855094,45618.41509433962,1.6952929742321627e-10
1970-03-25T12:40:19.006038,45618.56603773585,4.1992699664287536e-11
1970-03-25T12:40:19.156981,45618.71698113208,-1.5282511837016272e-10
1970-03-25T12:40:19.307925,45618.8679245283,-3.1219560838977357e-10
1970-03-25T12:40:19.458868,45619.018867924526,-3.5045510070085776e-10
1970-03-25T12:40:19.609811,45619.16981132075,-2.4576515589446503e-10
1970-03-25T12:40:19.760755,45619.32075471698,-4.7437331971252105e-11
1970-03-25T12:40:19.911698,45619.47169811321,1.5931166459780428e-10
1970-03-25T12:40:20.062642,45619.62264150944,3.057681740515626e-10
1970-03-25T12:40:20.213585,45619.77358490566,3.7353309035070774e-10
1970-03-25T12:40:20.364528,45619.92452830189,3.8966315116853737e-10
1970-03-25T12:40:20.515472,45620.07547169811,3.9270162593684284e-10
1970-03-25T12:40:20.666415,45620.22641509434,3.9959381460541856e-10
1970-03-25T12:40:20.817358,45620.377358490565,3.9900677013474884e-10
1970-03-25T12:40:20.968302,45620.52830188679,3.7192534635885764e-10
1970-03-25T12:40:21.119245,45620.67924528302,3.1696688253250206e-10
1970-03-25T12:40:21.270189,45620.83018867925,2.555921614945704e-10
1970-03-25T12:40:21.421132,45620.981132075474,2.1258214194038606e-10
1970-03-25T12:40:21.572075,45621.1320754717,1.9119676472758648e-10
1970-03-25T12:40:21.723019,45621.28301886792,1.6819441965397418e-10
1970-03-25T12:40:21.873962,45621.43396226415,1.1563026041255628e-10
1970-03-25T12:40:22.024906,45621.58490566038,3.0438069786152206e-11
1970-03-25T12:40:22.175849,45621.73584905661,-5.654923864039904e-11
1970-03-25T12:40:22.326792,45621.88679245283,-1.0330312434577119e-10
1970-03-25T12:40:22.477736,45622.03773584906,-9.28285600676279e-11
1970-03-25T12:40:22.628679,45622.188679245286,-5.000986131944319e-11
1970-03-25T12:40:22.779623,45622.33962264151,-2.1274364422430883e-11
1970-03-25T12:40:22.930566,45622.49056603773,-3.272766985620132e-11
1970-03-25T12:40:23.081509,45622.64150943396,-6.460234593828774e-11
1970-03-25T12:40:23.232453,45622.79245283019,-6.888405352599695e-11
1970-03-25T12:40:23.383396,45622.943396226416,-1.9438855158481903e-11
1970-03-25T12:40:23.534340,45623.09433962264,4.850598217409774e-11
1970-03-25T12:40:23.685283,45623.24528301887,4.980139098870955e-11
1970-03-25T12:40:23.836226,45623.3962264151,-8.783257073997677e-11
1970-03-25T12:40:23.987170,45623.54716981132,-3.5500243359074325e-10
1970-03-25T12:40:24.138113,45623.698113207545,-6.43567623447516e-10
1970-03-25T12:40:24.289057,45623.84905660377,-8.039219092923565e-10
1970-03-25T12:40:24.440000,45624.0,-7.416005365463584e-10
1970-03-25T12:40:24.590943,45624.15094339623,-4.837138803085435e-10
1970-03-25T12:40:24.741887,45624.301886792455,-1.6399707387764989e-10
1970-03-25T12:40:24.892830,45624.45283018868,6.542874034169205e-11
1970-03-25T12:40:25.043774,45624.6037735849,1.3233544638681344e-10
1970-03-25T12:40:25.194717,45624.75471698113,8.166845555861276e-11
1970-03-25T12:40:25.345660,45624.90566037736,2.7031782576269388e-11
1970-03-25T12:40:25.496604,45625.056603773584,5.626834921213719e-11
1970-03-25T12:40:25.647547,45625.20754716981,1.6423195046854202e-10
1970-03-25T12:40:25.798491,45625.35849056604,2.6252204409516103e-10
1970-03-25T12:40:25.949434,45625.50943396227,2.552053936940618e-10
1970-03-25T12:40:26.100377,45625.660377358494,1.1903014098838682e-10
1970-03-25T12:40:26.251321,45625.81132075472,-7.50324968519701e-11
1970-03-25T12:40:26.402264,45625.96226415094,-2.1494107257938316e-10
1970-03-25T12:40:26.553208,45626.11320754717,-2.33058735366442e-10
1970-03-25T12:40:26.704151,45626.2641509434,-1.5703763842492335e-10
1970-03-25T12:40:26.855094,45626.41509433962,-8.646922614645029e-11
1970-03-25T12:40:27.006038,45626.56603773585,-1.1282634983396775e-10
1970-03-25T12:40:27.156981,45626.71698113208,-2.4347517820256766e-10
1970-03-25T12:40:27.307925,45626.8679245283,-3.877592752898353e-10
1970-03-25T12:40:27.458868,45627.018867924526,-4.1732900932403724e-10
1970-03-25T12:40:27.609811,45627.16981132075,-2.584600801936042e-10
1970-03-25T12:40:27.760755,45627.32075471698,4.9363307338077965e-11
1970-03-25T12:40:27.911698,45627.47169811321,3.7079197488576013e-10
1970-03-25T12:40:28.062642,45627.62264150944,5.57272876475467e-10
1970-03-25T12:40:28.213585,45627.77358490566,5.39770482066162e-10
1970-03-25T12:40:28.364528,45627.92452830189,3.700612008847315e-10
1970-03-25T12:40:28.515472,45628.07547169811,1.8422237739301396e-10
1970-03-25T12:40:28.666415,45628.22641509434,1.1354192922760752e-10
