time_abs(%Y-%m-%dT%H:%M:%S.%f),time_rel(sec),velocity(m/s)
1970-03-25T03:39:35.987170,13175.547169811322,-8.56623876772341e-10
1970-03-25T03:39:36.138113,13175.698113207549,-1.120662233394246e-09
1970-03-25T03:39:36.289057,13175.849056603774,-7.780185521970353e-10
1970-03-25T03:39:36.440000,13176.0,-2.1053473182536737e-10
1970-03-25T03:39:36.590943,13176.150943396226,1.0893103121609119e-10
1970-03-25T03:39:36.741887,13176.301886792451,-1.3825295208039028e-11
1970-03-25T03:39:36.892830,13176.452830188678,-3.6842834356881315e-10
1970-03-25T03:39:37.043774,13176.603773584906,-5.433625452216966e-10
1970-03-25T03:39:37.194717,13176.754716981131,-2.8434727379738337e-10
1970-03-25T03:39:37.345660,13176.90566037736,2.8386472789580996e-10
1970-03-25T03:39:37.496604,13177.056603773584,7.499809958499795e-10
1970-03-25T03:39:37.647547,13177.207547169812,7.479631536906793e-10
1970-03-25T03:39:37.798491,13177.358490566035,2.6097292678842805e-10
1970-03-25T03:39:37.949434,13177.509433962265,-3.4954594390953584e-10
1970-03-25T03:39:38.100377,13177.66037735849,-6.19056560165613e-10
1970-03-25T03:39:38.251321,13177.811320754718,-3.448640408994275e-10
1970-03-25T03:39:38.402264,13177.962264150943,2.4970578001580786e-10
1970-03-25T03:39:38.553208,13178.11320754717,6.868722848876365e-10
1970-03-25T03:39:38.704151,13178.264150943396,6.100810941645226e-10
1970-03-25T03:39:38.855094,13178.415094339623,6.639391348023293e-11
1970-03-25T03:39:39.006038,13178.566037735847,-5.31367192341959e-10
1970-03-25T03:39:39.156981,13178.716981132076,-7.35132067402978e-10
1970-03-25T03:39:39.307925,13178.867924528302,-4.2070356608936576e-10
1970-03-25T03:39:39.458868,13179.018867924528,1.1490141470491298e-10
1970-03-25T03:39:39.609811,13179.169811320757,3.990645757438967e-10
1970-03-25T03:39:39.760755,13179.32075471698,1.7461820180159928e-10
1970-03-25T03:39:39.911698,13179.471698113208,-3.828161159165518e-10
1970-03-25T03:39:40.062642,13179.622641509432,-8.022571780722607e-10
1970-03-25T03:39:40.213585,13179.77358490566,-7.013483784567466e-10
1970-03-25T03:39:40.364528,13179.924528301886,-1.0366019877374444e-10
1970-03-25T03:39:40.515472,13180.075471698114,5.737998616959209e-10
1970-03-25T03:39:40.666415,13180.22641509434,8.571911030405886e-10
1970-03-25T03:39:40.817358,13180.377358490568,6.018542852322623e-10
1970-03-25T03:39:40.968302,13180.528301886792,1.0710732850329876e-10
1970-03-25T03:39:41.119245,13180.67924528302,-1.4075540682577212e-10
1970-03-25T03:39:41.270189,13180.830188679243,1.1093269971635481e-10
1970-03-25T03:39:41.421132,13180.981132075472,6.477092516871565e-10
1970-03-25T03:39:41.572075,13181.132075471698,9.46012570005255e-10
1970-03-25T03:39:41.723019,13181.283018867924,6.065503790176223e-10
1970-03-25T03:39:41.873962,13181.433962264153,-2.8675299551873165e-10
1970-03-25T03:39:42.024906,13181.584905660377,-1.1835918994653946e-09
1970-03-25T03:39:42.175849,13181.735849056604,-1.464375832891943e-09
1970-03-25T03:39:42.326792,13181.88679245283,-9.143709617673275e-10
1970-03-25T03:39:42.477736,13182.037735849057,9.737219365905531e-11
1970-03-25T03:39:42.628679,13182.188679245282,8.791167150428605e-10
1970-03-25T03:39:42.779623,13182.33962264151,9.196361843004716e-10
1970-03-25T03:39:42.930566,13182.490566037735,2.503905579226508e-10
1970-03-25T03:39:43.081509,13182.641509433965,-6.003531833525896e-10
1970-03-25T03:39:43.232453,13182.792452830188,-1.009759810966687e-09
1970-03-25T03:39:43.383396,13182.943396226416,-7.021162782357504e-10
1970-03-25T03:39:43.534340,13183.09433962264,9.475227496680096e-11
1970-03-25T03:39:43.685283,13183.245283018869,8.62708074190948e-10
1970-03-25T03:39:43.836226,13183.396226415094,1.1767293222231575e-09
1970-03-25T03:39:43.987170,13183.547169811322,9.570574958569644e-10
1970-03-25T03:39:44.138113,13183.698113207549,4.3124627616211663e-10
1970-03-25T03:39:44.289057,13183.849056603774,-1.0454914894838534e-10
1970-03-25T03:39:44.440000,13184.0,-4.945953402036359e-10
1970-03-25T03:39:44.590943,13184.150943396226,-7.424687026791653e-10
1970-03-25T03:39:44.741887,13184.301886792451,-8.766586325826622e-10
1970-03-25T03:39:44.892830,13184.452830188678,-8.377854530883853e-10
1970-03-25T03:39:45.043774,13184.603773584906,-5.208686396388872e-10
1970-03-25T03:39:45.194717,13184.754716981131,6.573942171212419e-11
1970-03-25T03:39:45.345660,13184.90566037736,6.973284085867712e-10
1970-03-25T03:39:45.496604,13185.056603773584,1.0236557319005707e-09
1970-03-25T03:39:45.647547,13185.207547169812,8.142359414917653e-10
1970-03-25T03:39:45.798491,13185.358490566035,1.6005555674270806e-10
1970-03-25T03:39:45.949434,13185.509433962265,-5.548313215340017e-10
1970-03-25T03:39:46.100377,13185.66037735849,-9.143577923924859e-10
1970-03-25T03:39:46.251321,13185.811320754718,-7.650968389587075e-10
1970-03-25T03:39:46.402264,13185.962264150943,-3.054960009251445e-10
1970-03-25T03:39:46.553208,13186.11320754717,1.03675112484556e-10
1970-03-25T03:39:46.704151,13186.264150943396,2.4583143749110456e-10
1970-03-25T03:39:46.855094,13186.415094339623,2.084984968967114e-10
1970-03-25T03:39:47.006038,13186.566037735847,2.5867556995309627e-10
1970-03-25T03:39:47.156981,13186.716981132076,5.462795364359294e-10
1970-03-25T03:39:47.307925,13186.867924528302,9.079185584716514e-10
1970-03-25T03:39:47.458868,13187.018867924528,9.666240890801383e-10
1970-03-25T03:39:47.609811,13187.169811320757,4.660962655791959e-10
1970-03-25T03:39:47.760755,13187.32075471698,-4.4248634782180237e-10
1970-03-25T03:39:47.911698,13187.471698113208,-1.2301605831678978e-09
1970-03-25T03:39:48.062642,13187.622641509432,-1.3543626944327456e-09
1970-03-25T03:39:48.213585,13187.77358490566,-6.873635416293062e-10
1970-03-25T03:39:48.364528,13187.924528301886,3.4181183422789446e-10
1970-03-25T03:39:48.515472,13188.075471698114,1.0334710993906472e-09
1970-03-25T03:39:48.666415,13188.22641509434,9.317058023362227e-10
1970-03-25T03:39:48.817358,13188.377358490568,1.7074050902605908e-10
1970-03-25T03:39:48.968302,13188.528301886792,-6.268391662368571e-10
1970-03-25T03:39:49.119245,13188.67924528302,-8.32491564155853e-10
1970-03-25T03:39:49.270189,13188.830188679243,-3.0267248281839686e-10
1970-03-25T03:39:49.421132,13188.981132075472,5.084969974730028e-10
1970-03-25T03:39:49.572075,13189.132075471698,9.083136282233579e-10
1970-03-25T03:39:49.723019,13189.283018867924,5.177558972951397e-10
1970-03-25T03:39:49.873962,13189.433962264153,-4.1678176361518254e-10
1970-03-25T03:39:50.024906,13189.584905660377,-1.1994101760823242e-09
1970-03-25T03:39:50.175849,13189.735849056604,-1.2138243088918652e-09
1970-03-25T03:39:50.326792,13189.88679245283,-3.9571955794631486e-10
1970-03-25T03:39:50.477736,13190.037735849057,7.145518781650022e-10
1970-03-25T03:39:50.628679,13190.188679245282,1.3736688633122776e-09
1970-03-25T03:39:50.779623,13190.33962264151,1.176882335268869e-09
1970-03-25T03:39:50.930566,13190.490566037735,3.27601362117148e-10
1970-03-25T03:39:51.081509,13190.641509433965,-5.537056920682642e-10
1970-03-25T03:39:51.232453,13190.792452830188,-9.105020015360259e-10
1970-03-25T03:39:51.383396,13190.943396226416,-6.389161845470551e-10
1970-03-25T03:39:51.534340,13191.09433962264,-9.710646785177397e-11
1970-03-25T03:39:51.685283,13191.245283018869,2.3871718894934514e-10
1970-03-25T03:39:51.836226,13191.396226415094,1.7053485537478038e-10
1970-03-25T03:39:51.987170,13191.547169811322,-9.55165092303932e-11
1970-03-25T03:39:52.138113,13191.698113207549,-1.7810036997557827e-10
1970-03-25T03:39:52.289057,13191.849056603774,1.0702956466932371e-10
1970-03-25T03:39:52.440000,13192.0,5.565941282417605e-10
1970-03-25T03:39:52.590943,13192.150943396226,7.395090887482581e-10
1970-03-25T03:39:52.741887,13192.301886792451,3.7914704157954525e-10
1970-03-25T03:39:52.892830,13192.452830188678,-3.6281803574764645e-10
1970-03-25T03:39:53.043774,13192.603773584906,-9.546052252210822e-10
1970-03-25T03:39:53.194717,13192.754716981131,-8.899344289872266e-10
1970-03-25T03:39:53.345660,13192.90566037736,-1.1497667221571674e-10
1970-03-25T03:39:53.496604,13193.056603773584,8.582057128430317e-10
1970-03-25T03:39:53.647547,13193.207547169812,1.2756542970502023e-09
1970-03-25T03:39:53.798491,13193.358490566035,6.955322582164021e-10
1970-03-25T03:39:53.949434,13193.509433962265,-6.292689275410074e-10
1970-03-25T03:39:54.100377,13193.66037735849,-1.845529724838648e-09
1970-03-25T03:39:54.251321,13193.811320754718,-2.0477127994372163e-09
1970-03-25T03:39:54.402264,13193.962264150943,-9.228670294404035e-10
1970-03-25T03:39:54.553208,13194.11320754717,9.61538566778952e-10
1970-03-25T03:39:54.704151,13194.264150943396,2.460436633111331e-09
1970-03-25T03:39:54.855094,13194.415094339623,2.5793284074808274e-09
1970-03-25T03:39:55.006038,13194.566037735847,1.1550091673896272e-09
1970-03-25T03:39:55.156981,13194.716981132076,-9.81252215530524e-10
1970-03-25T03:39:55.307925,13194.867924528302,-2.500529907118508e-09
1970-03-25T03:39:55.458868,13195.018867924528,-2.4314248819351436e-09
1970-03-25T03:39:55.609811,13195.169811320757,-8.113260100979658e-10
1970-03-25T03:39:55.760755,13195.32075471698,1.3159975811231975e-09
1970-03-25T03:39:55.911698,13195.471698113208,2.5781937336009766e-09
1970-03-25T03:39:56.062642,13195.622641509432,2.186015475762968e-09
1970-03-25T03:39:56.213585,13195.77358490566,4.6014370024373426e-10
1970-03-25T03:39:56.364528,13195.924528301886,-1.398168352873874e-09
1970-03-25T03:39:56.515472,13196.075471698114,-2.145680390173156e-09
1970-03-25T03:39:56.666415,13196.22641509434,-1.364481308637379e-09
1970-03-25T03:39:56.817358,13196.377358490568,2.572020314004309e-10
1970-03-25T03:39:56.968302,13196.528301886792,1.4395407091889335e-09
1970-03-25T03:39:57.119245,13196.67924528302,1.2589139438374256e-09
1970-03-25T03:39:57.270189,13196.830188679243,-1.5791599957632523e-10
1970-03-25T03:39:57.421132,13196.981132075472,-1.710701182276818e-09
1970-03-25T03:39:57.572075,13197.132075471698,-2.1343465626908303e-09
1970-03-25T03:39:57.723019,13197.283018867924,-9.555154705784618e-10
1970-03-25T03:39:57.873962,13197.433962264153,1.112765750264379e-09
1970-03-25T03:39:58.024906,13197.584905660377,2.6490869404473343e-09
1970-03-25T03:39:58.175849,13197.735849056604,2.543272439771962e-09
1970-03-25T03:39:58.326792,13197.88679245283,8.165636707061691e-10
1970-03-25T03:39:58.477736,13198.037735849057,-1.3657659185603432e-09
1970-03-25T03:39:58.628679,13198.188679245282,-2.511030529124378e-09
1970-03-25T03:39:58.779623,13198.33962264151,-1.8577470907527974e-09
1970-03-25T03:39:58.930566,13198.490566037735,8.989980509509566e-11
1970-03-25T03:39:59.081509,13198.641509433965,1.933493032334315e-09
1970-03-25T03:39:59.232453,13198.792452830188,2.3786183534559102e-09
1970-03-25T03:39:59.383396,13198.943396226416,1.1336963827902702e-09
1970-03-25T03:39:59.534340,13199.09433962264,-9.256962944267359e-10
1970-03-25T03:39:59.685283,13199.245283018869,-2.4136296604143954e-09
1970-03-25T03:39:59.836226,13199.396226415094,-2.4085034633622326e-09
1970-03-25T03:39:59.987170,13199.547169811322,-1.042563288918129e-09
1970-03-25T03:40:00.138113,13199.698113207549,6.804287069124548e-10
1970-03-25T03:40:00.289057,13199.849056603774,1.652048149161411e-09
1970-03-25T03:40:00.440000,13200.0,1.423469944835953e-09
1970-03-25T03:40:00.590943,13200.150943396226,4.3086049812886043e-10
1970-03-25T03:40:00.741887,13200.301886792451,-4.245365075113096e-10
1970-03-25T03:40:00.892830,13200.452830188678,-4.803159842229792e-10
1970-03-25T03:40:01.043774,13200.603773584906,2.2706244159990356e-10
1970-03-25T03:40:01.194717,13200.754716981131,1.049192887265101e-09
1970-03-25T03:40:01.345660,13200.90566037736,1.246153635408054e-09
1970-03-25T03:40:01.496604,13201.056603773584,5.340933635457274e-10
1970-03-25T03:40:01.647547,13201.207547169812,-7.240618678985772e-10
1970-03-25T03:40:01.798491,13201.358490566035,-1.784250727998463e-09
1970-03-25T03:40:01.949434,13201.509433962265,-2.024060314761709e-09
1970-03-25T03:40:02.100377,13201.66037735849,-1.3304175004514231e-09
1970-03-25T03:40:02.251321,13201.811320754718,-1.3476036208100031e-10
1970-03-25T03:40:02.402264,13201.962264150943,8.901607936906091e-10
1970-03-25T03:40:02.553208,13202.11320754717,1.2496595847357759e-09
1970-03-25T03:40:02.704151,13202.264150943396,8.970120841071211e-10
1970-03-25T03:40:02.855094,13202.415094339623,2.0877412018756695e-10
1970-03-25T03:40:03.006038,13202.566037735847,-2.903920214620477e-10
1970-03-25T03:40:03.156981,13202.716981132076,-2.67335306263163e-10
1970-03-25T03:40:03.307925,13202.867924528302,2.2452766225262487e-10
1970-03-25T03:40:03.458868,13203.018867924528,8.059800930152195e-10
1970-03-25T03:40:03.609811,13203.169811320757,1.040742353960171e-09
1970-03-25T03:40:03.760755,13203.32075471698,7.342873803641195e-10
1970-03-25T03:40:03.911698,13203.471698113208,6.299604527511495e-11
1970-03-25T03:40:04.062642,13203.622641509432,-5.574650814044733e-10
1970-03-25T03:40:04.213585,13203.77358490566,-7.76457774982403e-10
1970-03-25T03:40:04.364528,13203.924528301886,-5.662902083923088e-10
1970-03-25T03:40:04.515472,13204.075471698114,-2.3472660293099417e-10
1970-03-25T03:40:04.666415,13204.22641509434,-1.6822466287396988e-10
1970-03-25T03:40:04.817358,13204.377358490568,-4.946285586118687e-10
1970-03-25T03:40:04.968302,13204.528301886792,-9.382872454107563e-10
1970-03-25T03:40:05.119245,13204.67924528302,-1.0112339904373598e-09
1970-03-25T03:40:05.270189,13204.830188679243,-4.2036468761468025e-10
1970-03-25T03:40:05.421132,13204.981132075472,6.258007041001171e-10
1970-03-25T03:40:05.572075,13205.132075471698,1.4844557677653102e-09
1970-03-25T03:40:05.723019,13205.283018867924,1.5183318630386226e-09
1970-03-25T03:40:05.873962,13205.433962264153,5.996078107708335e-10
1970-03-25T03:40:06.024906,13205.584905660377,-7.193206228430648e-10
1970-03-25T03:40:06.175849,13205.735849056604,-1.541195466056653e-09
1970-03-25T03:40:06.326792,13205.88679245283,-1.2539525376661332e-09
1970-03-25T03:40:06.477736,13206.037735849057,4.058970192349848e-12
1970-03-25T03:40:06.628679,13206.188679245282,1.4067424644225714e-09
1970-03-25T03:40:06.779623,13206.33962264151,2.00816910499799e-09
1970-03-25T03:40:06.930566,13206.490566037735,1.407798283367013e-09
1970-03-25T03:40:07.081509,13206.641509433965,2.2053386005625624e-11
1970-03-25T03:40:07.232453,13206.792452830188,-1.236516120507953e-09
1970-03-25T03:40:07.383396,13206.943396226416,-1.6248442403733914e-09
1970-03-25T03:40:07.534340,13207.09433962264,-1.0765350210955406e-09
1970-03-25T03:40:07.685283,13207.245283018869,-1.7995016451506764e-10
1970-03-25T03:40:07.836226,13207.396226415094,3.2988888802021316e-10
1970-03-25T03:40:07.987170,13207.547169811322,1.534382885237418e-10
1970-03-25T03:40:08.138113,13207.698113207549,-3.6922891758799207e-10
1970-03-25T03:40:08.289057,13207.849056603774,-5.737505518157064e-10
1970-03-25T03:40:08.440000,13208.0,-3.954709065207897e-11
1970-03-25T03:40:08.590943,13208.150943396226,1.041851014088567e-09
1970-03-25T03:40:08.741887,13208.301886792451,1.9798703038654624e-09
1970-03-25T03:40:08.892830,13208.452830188678,2.0821352469672115e-09
1970-03-25T03:40:09.043774,13208.603773584906,1.153305115442728e-09
1970-03-25T03:40:09.194717,13208.754716981131,-3.6742572062341625e-10
1970-03-25T03:40:09.345660,13208.90566037736,-1.7051188164841103e-09
1970-03-25T03:40:09.496604,13209.056603773584,-2.2412195640743963e-09
1970-03-25T03:40:09.647547,13209.207547169812,-1.8479309297221534e-09
1970-03-25T03:40:09.798491,13209.358490566035,-8.71643726948388e-10
1970-03-25T03:40:09.949434,13209.509433962265,1.5550481829741838e-10
1970-03-25T03:40:10.100377,13209.66037735849,8.291130104258412e-10
1970-03-25T03:40:10.251321,13209.811320754718,1.0085930299168315e-09
1970-03-25T03:40:10.402264,13209.962264150943,7.565444544404093e-10
1970-03-25T03:40:10.553208,13210.11320754717,2.1296794167614238e-10
1970-03-25T03:40:10.704151,13210.264150943396,-4.619508313097063e-10
1970-03-25T03:40:10.855094,13210.415094339623,-1.061897488790269e-09
1970-03-25T03:40:11.006038,13210.566037735847,-1.321546757150586e-09
1970-03-25T03:40:11.156981,13210.716981132076,-1.0074999965845192e-09
1970-03-25T03:40:11.307925,13210.867924528302,-8.998365734437494e-11
1970-03-25T03:40:11.458868,13211.018867924528,1.1396151394056832e-09
1970-03-25T03:40:11.609811,13211.169811320757,2.139464960123712e-09
1970-03-25T03:40:11.760755,13211.32075471698,2.383797036112227e-09
1970-03-25T03:40:11.911698,13211.471698113208,1.6768719984044615e-09
1970-03-25T03:40:12.062642,13211.622641509432,3.0648030055181886e-10
1970-03-25T03:40:12.213585,13211.77358490566,-1.0812962592270728e-09
1970-03-25T03:40:12.364528,13211.924528301886,-1.825735505386855e-09
1970-03-25T03:40:12.515472,13212.075471698114,-1.6108394661702924e-09
1970-03-25T03:40:12.666415,13212.22641509434,-6.277428568053766e-10
1970-03-25T03:40:12.817358,13212.377358490568,5.48536199702477e-10
1970-03-25T03:40:12.968302,13212.528301886792,1.28507110819936e-09
1970-03-25T03:40:13.119245,13212.67924528302,1.226175979759307e-09
1970-03-25T03:40:13.270189,13212.830188679243,4.544117964021816e-10
1970-03-25T03:40:13.421132,13212.981132075472,-5.934959563577518e-10
1970-03-25T03:40:13.572075,13213.132075471698,-1.3869203163810424e-09
1970-03-25T03:40:13.723019,13213.283018867924,-1.581439133436488e-09
1970-03-25T03:40:13.873962,13213.433962264153,-1.1685374519949423e-09
1970-03-25T03:40:14.024906,13213.584905660377,-4.3076149160600274e-10
1970-03-25T03:40:14.175849,13213.735849056604,2.4985075523816e-10
1970-03-25T03:40:14.326792,13213.88679245283,6.073661533090809e-10
1970-03-25T03:40:14.477736,13214.037735849057,6.094445813126632e-10
1970-03-25T03:40:14.628679,13214.188679245282,4.245199092993233e-10
1970-03-25T03:40:14.779623,13214.33962264151,2.797465268490716e-10
1970-03-25T03:40:14.930566,13214.490566037735,3.0952589920275366e-10
1970-03-25T03:40:15.081509,13214.641509433965,4.856365622184245e-10
1970-03-25T03:40:15.232453,13214.792452830188,6.566006916393085e-10
1970-03-25T03:40:15.383396,13214.943396226416,6.538874310995605e-10
1970-03-25T03:40:15.534340,13215.09433962264,3.9253602527519006e-10
1970-03-25T03:40:15.685283,13215.245283018869,-8.481885644382152e-11
1970-03-25T03:40:15.836226,13215.396226415094,-6.266661277408157e-10
1970-03-25T03:40:15.987170,13215.547169811322,-1.0305608566577382e-09
1970-03-25T03:40:16.138113,13215.698113207549,-1.1166549136272356e-09
1970-03-25T03:40:16.289057,13215.849056603774,-8.038594717421732e-10
1970-03-25T03:40:16.440000,13216.0,-1.7098921418877034e-10
1970-03-25T03:40:16.590943,13216.150943396226,5.344043719775105e-10
1970-03-25T03:40:16.741887,13216.301886792451,9.79135354374947e-10
1970-03-25T03:40:16.892830,13216.452830188678,9.141196973704671e-10
1970-03-25T03:40:17.043774,13216.603773584906,3.4821894856067636e-10
1970-03-25T03:40:17.194717,13216.754716981131,-4.0181111611656224e-10
1970-03-25T03:40:17.345660,13216.90566037736,-8.643372210674185e-10
1970-03-25T03:40:17.496604,13217.056603773584,-7.10432347617493e-10
1970-03-25T03:40:17.647547,13217.207547169812,-4.780208043422199e-12
